16800 800 -3111 -3599.8175 -3599.0 -3946.25 -3259.0
16900 800 -3111 -3597.40625 -3598.5 -3944.1 -3256.9
17000 800 -3111 -3594.8375 -3594.5 -3944.1 -3254.95
17100 800 -3111 -3592.61 -3592.0 -3934.5 -3254.95
17200 800 -3111 -3590.23625 -3590.0 -3934.5 -3254.95
17300 800 -3111 -3587.0425 -3588.0 -3929.1 -3253.9
17400 800 -3111 -3585.155 -3586.0 -3925.05 -3251.8
17500 800 -3111 -3583.265 -3585.0 -3909.8 -3247.9
17600 800 -3055 -3580.87375 -3581.5 -3909.8 -3245.75
17700 800 -3055 -3578.295 -3580.0 -3904.25 -3239.95
17800 800 -3055 -3575.09875 -3577.5 -3903.05 -3238.8500000000004
17900 800 -3055 -3572.51125 -3576.0 -3896.3 -3235.95
18000 800 -3055 -3571.1575 -3573.0 -3896.3 -3234.95
18100 800 -3055 -3568.55125 -3567.5 -3891.25 -3230.75
18200 800 -3055 -3567.23875 -3566.0 -3891.25 -3226.0
18300 800 -3046 -3564.40375 -3563.0 -3891.25 -3221.95
18400 800 -3046 -3562.65625 -3560.0 -3891.25 -3220.95
18500 800 -3046 -3561.62625 -3559.0 -3888.15 -3220.95
18600 800 -3046 -3559.15125 -3558.0 -3886.0 -3220.0
18700 800 -3046 -3557.85375 -3558.0 -3886.0 -3220.0
18800 800 -3046 -3556.095 -3556.0 -3886.0 -3217.0
18900 800 -3046 -3554.4125 -3554.0 -3886.0 -3211.75
19000 800 -3046 -3551.67125 -3548.0 -3884.1 -3211.75
19100 800 -3046 -3549.62 -3546.5 -3880.2 -3211.75
19200 800 -3046 -3546.95 -3545.0 -3874.2 -3206.95
19300 800 -3046 -3545.67875 -3542.5 -3874.2 -3205.8
19400 800 -3046 -3544.40125 -3542.0 -3873.05 -3205.8
19500 800 -3046 -3542.5275 -3540.5 -3869.05 -3201.95
19600 800 -3046 -3541.44125 -3540.0 -3869.05 -3201.95
19700 800 -3046 -3539.855 -3537.5 -3869.05 -3201.0
19800 800 -3046 -3538.17625 -3537.0 -3869.05 -3200.95
19900 800 -3046 -3536.3425 -3534.0 -3869.05 -3199.75
20000 800 -3002 -3534.74375 -3532.0 -3868.05 -3199.75
